price
370.0
370.0
370.0
370.0
349.9
349.9
349.9
349.9
336.6
336.6
336.6
336.6
342.5
342.5
342.5
342.5
344.1
344.1
344.1
344.1
344.09
344.09
344.09
344.09
321.0
321.0
321.0
321.0
344.1
344.1
344.1
344.1
399.3
399.3
399.3
399.3
430.0
430.0
430.0
430.0
436.6
436.6
436.6
436.6
380.0
380.0
380.0
380.0
354.5
354.5
354.5
354.5
350.0
350.0
350.0
350.0
466.6
466.6
466.6
466.6
483.3
483.3
483.3
483.3
505.5
505.5
505.5
505.5
500.03
500.03
500.03
500.03
487.7
487.7
487.7
487.7
491.1
491.1
491.1
491.1
446.6
446.6
446.6
446.6
400.0
400.0
400.0
400.0
345.9
345.9
345.9
345.9
333.99
333.99
333.99
333.99
