price
44.0
44.0
44.0
44.0
49.3
49.3
49.3
49.3
44.0
44.0
44.0
44.0
39.9
39.9
39.9
39.9
48.1
48.1
48.1
48.1
153.99
153.99
153.99
153.99
363.0
363.0
363.0
363.0
453.9
453.9
453.9
453.9
480.0
480.0
480.0
480.0
472.0
472.0
472.0
472.0
424.67
424.67
424.67
424.67
405.5
405.5
405.5
405.5
408.8
408.8
408.8
408.8
449.9
449.9
449.9
449.9
488.0
488.0
488.0
488.0
589.8
589.8
589.8
589.8
660.0
660.0
660.0
660.0
653.4
653.4
653.4
653.4
650.0
650.0
650.0
650.0
593.4
593.4
593.4
593.4
520.5
520.5
520.5
520.5
449.0
449.0
449.0
449.0
408.0
408.0
408.0
408.0
362.81
362.81
362.81
362.81
