,temp_air,ghi,dni,dhi,wind_speed
2023-04-19 09:00:00,18.45,718.0,799.6,147.0,5.45
2023-04-19 10:00:00,19.64,664.0,507.29,283.0,6.83
2023-04-19 11:00:00,19.72,505.0,180.66,370.0,6.9
2023-04-19 12:00:00,20.17,369.0,58.32,328.0,7.1
2023-04-19 13:00:00,20.34,356.0,94.97,297.0,7.38
2023-04-19 14:00:00,19.86,402.0,386.1,206.0,6.21
2023-04-19 15:00:00,19.41,195.0,86.52,163.0,5.86
2023-04-19 16:00:00,18.39,36.0,0.0,36.0,5.24
2023-04-19 17:00:00,17.4,5.0,0.0,5.0,4.41
2023-04-19 18:00:00,16.3,0.0,-0.0,0.0,4.28
2023-04-19 19:00:00,15.22,0.0,-0.0,0.0,3.52
2023-04-19 20:00:00,14.23,0.0,-0.0,0.0,3.45
2023-04-19 21:00:00,13.82,0.0,-0.0,0.0,3.66
2023-04-19 22:00:00,13.07,0.0,-0.0,0.0,3.52
2023-04-19 23:00:00,12.41,0.0,-0.0,0.0,3.31
2023-04-20 00:00:00,11.5,0.0,-0.0,0.0,3.03
2023-04-20 01:00:00,10.86,0.0,-0.0,0.0,2.9
2023-04-20 02:00:00,10.27,0.0,-0.0,0.0,2.76
2023-04-20 03:00:00,9.73,0.0,-0.0,0.0,2.69
2023-04-20 04:00:00,9.61,40.0,95.16,31.0,2.69
2023-04-20 05:00:00,10.36,163.0,250.72,100.0,2.48
2023-04-20 06:00:00,12.24,351.0,600.08,110.0,3.1
2023-04-20 07:00:00,14.08,214.0,14.94,206.0,4.07
2023-04-20 08:00:00,15.64,614.0,705.67,160.0,4.21
2023-04-20 09:00:00,16.54,591.0,403.73,301.0,3.79
2023-04-20 10:00:00,17.24,565.0,276.81,356.0,3.72
2023-04-20 11:00:00,17.57,106.0,0.0,106.0,3.31
2023-04-20 12:00:00,16.86,177.0,0.0,177.0,2.97
2023-04-20 13:00:00,14.6,163.0,0.0,163.0,3.31
2023-04-20 14:00:00,13.41,151.0,0.0,151.0,2.83
2023-04-20 15:00:00,13.1,156.0,26.76,146.0,2.48
2023-04-20 16:00:00,12.83,47.0,0.0,47.0,2.34
2023-04-20 17:00:00,12.54,14.0,0.0,14.0,2.07
2023-04-20 18:00:00,11.99,0.0,-0.0,0.0,2.0
2023-04-20 19:00:00,11.39,0.0,-0.0,0.0,2.28
2023-04-20 20:00:00,10.99,0.0,-0.0,0.0,2.41
2023-04-20 21:00:00,10.55,0.0,-0.0,0.0,2.48
2023-04-20 22:00:00,10.37,0.0,-0.0,0.0,2.48
2023-04-20 23:00:00,9.63,0.0,-0.0,0.0,2.41
2023-04-21 00:00:00,9.24,0.0,-0.0,0.0,2.41
2023-04-21 01:00:00,8.65,0.0,-0.0,0.0,2.34
2023-04-21 02:00:00,8.11,0.0,-0.0,0.0,2.34
2023-04-21 03:00:00,7.72,0.0,-0.0,0.0,2.28
2023-04-21 04:00:00,7.52,54.0,200.33,34.0,2.21
2023-04-21 05:00:00,8.91,74.0,3.9,73.0,1.86
2023-04-21 06:00:00,11.23,93.0,0.0,93.0,3.17
2023-04-21 07:00:00,12.23,243.0,29.63,227.0,3.03
2023-04-21 08:00:00,13.99,481.0,277.9,301.0,3.17
2023-04-21 09:00:00,15.24,577.0,354.37,321.0,3.38
2023-04-21 10:00:00,16.37,727.0,671.96,217.0,3.66
2023-04-21 11:00:00,17.09,644.0,445.1,308.0,3.52
2023-04-21 12:00:00,17.33,504.0,225.21,344.0,3.31
2023-04-21 13:00:00,17.86,102.0,0.0,102.0,3.24
2023-04-21 14:00:00,17.99,158.0,1.94,157.0,3.03
2023-04-21 15:00:00,17.64,235.0,174.83,169.0,2.55
2023-04-21 16:00:00,17.22,133.0,181.99,92.0,2.0
2023-04-21 17:00:00,16.22,17.0,14.54,16.0,2.07
2023-04-21 18:00:00,14.46,0.0,-0.0,0.0,2.55
2023-04-21 19:00:00,13.58,0.0,-0.0,0.0,2.62
2023-04-21 20:00:00,12.81,0.0,-0.0,0.0,2.76
2023-04-21 21:00:00,12.12,0.0,-0.0,0.0,2.69
2023-04-21 22:00:00,11.58,0.0,-0.0,0.0,2.55
2023-04-21 23:00:00,11.1,0.0,-0.0,0.0,2.48
2023-04-22 00:00:00,10.62,0.0,-0.0,0.0,2.34
2023-04-22 01:00:00,10.12,0.0,-0.0,0.0,2.21
2023-04-22 02:00:00,9.62,0.0,-0.0,0.0,2.14
2023-04-22 03:00:00,9.21,0.0,-0.0,0.0,2.0
2023-04-22 04:00:00,8.94,58.0,228.52,34.0,1.93
2023-04-22 05:00:00,10.02,200.0,440.07,85.0,1.38
2023-04-22 06:00:00,12.63,377.0,671.2,101.0,1.52
2023-04-22 07:00:00,15.27,518.0,716.32,128.0,1.72
2023-04-22 08:00:00,17.49,646.0,783.77,135.0,2.0
2023-04-22 09:00:00,19.25,675.0,619.43,225.0,2.34
2023-04-22 10:00:00,20.2,381.0,43.26,348.0,2.48
2023-04-22 11:00:00,20.79,201.0,0.0,201.0,2.34
2023-04-22 12:00:00,21.09,617.0,481.74,273.0,2.34
2023-04-22 13:00:00,21.2,524.0,430.2,252.0,2.41
2023-04-22 14:00:00,20.77,482.0,682.41,128.0,2.34
2023-04-22 15:00:00,20.72,206.0,97.04,169.0,2.55
2023-04-22 16:00:00,19.68,172.0,436.28,72.0,1.66
2023-04-22 17:00:00,18.37,28.0,82.29,22.0,1.86
2023-04-22 18:00:00,16.68,0.0,-0.0,0.0,2.14
2023-04-22 19:00:00,16.21,0.0,-0.0,0.0,1.03
2023-04-22 20:00:00,14.06,0.0,-0.0,0.0,1.79
2023-04-22 21:00:00,12.87,0.0,-0.0,0.0,2.0
2023-04-22 22:00:00,12.04,0.0,-0.0,0.0,2.14
2023-04-22 23:00:00,11.48,0.0,-0.0,0.0,2.21
2023-04-23 00:00:00,10.85,0.0,-0.0,0.0,2.07
2023-04-23 01:00:00,10.08,0.0,-0.0,0.0,1.86
2023-04-23 02:00:00,9.45,0.0,-0.0,0.0,1.66
2023-04-23 03:00:00,9.39,0.0,-0.0,0.0,1.38
2023-04-23 04:00:00,8.89,13.0,0.0,13.0,1.38
2023-04-23 05:00:00,10.68,133.0,86.39,110.0,0.83
2023-04-23 06:00:00,13.99,273.0,209.19,186.0,0.83
2023-04-23 07:00:00,16.52,515.0,688.67,137.0,0.69
2023-04-23 08:00:00,18.63,645.0,766.56,142.0,0.97
2023-04-23 09:00:00,20.2,741.0,821.41,141.0,1.38
2023-04-23 10:00:00,21.34,684.0,528.28,279.0,1.59
2023-04-23 11:00:00,21.94,139.0,0.0,139.0,1.72
2023-04-23 12:00:00,22.15,146.0,0.0,146.0,1.72
2023-04-23 13:00:00,22.19,423.0,184.01,306.0,1.79
2023-04-23 14:00:00,21.7,294.0,97.63,243.0,1.79
2023-04-23 15:00:00,19.7,221.0,124.67,173.0,2.28
2023-04-23 16:00:00,18.62,122.0,111.54,96.0,1.59
2023-04-23 17:00:00,17.9,30.0,77.91,24.0,1.79
2023-04-23 18:00:00,16.52,0.0,-0.0,0.0,2.07
2023-04-23 19:00:00,15.56,0.0,-0.0,0.0,1.79
2023-04-23 20:00:00,14.15,0.0,-0.0,0.0,2.0
2023-04-23 21:00:00,12.92,0.0,-0.0,0.0,2.28
2023-04-23 22:00:00,12.26,0.0,-0.0,0.0,2.48
2023-04-23 23:00:00,12.01,0.0,-0.0,0.0,2.69
2023-04-24 00:00:00,11.83,0.0,-0.0,0.0,2.69
2023-04-24 01:00:00,11.42,0.0,-0.0,0.0,2.76
2023-04-24 02:00:00,11.13,0.0,-0.0,0.0,2.9
2023-04-24 03:00:00,10.87,0.0,-0.0,0.0,2.97
2023-04-24 04:00:00,10.72,47.0,69.46,39.0,3.03
2023-04-24 05:00:00,11.6,195.0,339.4,103.0,3.17
2023-04-24 06:00:00,13.11,355.0,508.94,141.0,3.93
2023-04-24 07:00:00,14.86,477.0,500.69,200.0,4.21
2023-04-24 08:00:00,16.19,650.0,757.23,150.0,4.28
2023-04-24 09:00:00,17.43,742.0,802.06,153.0,4.28
2023-04-24 10:00:00,18.4,793.0,838.56,147.0,4.34
2023-04-24 11:00:00,19.02,779.0,814.75,155.0,4.55
2023-04-24 12:00:00,19.43,695.0,690.52,197.0,4.76
2023-04-24 13:00:00,19.57,614.0,705.39,163.0,5.03
2023-04-24 14:00:00,19.29,488.0,663.55,139.0,5.24
2023-04-24 15:00:00,18.7,339.0,586.55,111.0,5.1
2023-04-24 16:00:00,17.84,149.0,223.65,96.0,4.41
2023-04-24 17:00:00,16.47,28.0,49.33,24.0,4.14
2023-04-24 18:00:00,15.07,0.0,-0.0,0.0,4.07
2023-04-24 19:00:00,14.31,0.0,-0.0,0.0,3.79
2023-04-24 20:00:00,13.33,0.0,-0.0,0.0,3.45
2023-04-24 21:00:00,12.33,0.0,-0.0,0.0,3.1
2023-04-24 22:00:00,11.52,0.0,-0.0,0.0,3.17
2023-04-24 23:00:00,10.97,0.0,-0.0,0.0,3.24
2023-04-25 00:00:00,10.5,0.0,-0.0,0.0,3.17
2023-04-25 01:00:00,10.18,0.0,-0.0,0.0,3.03
2023-04-25 02:00:00,9.91,0.0,-0.0,0.0,3.03
2023-04-25 03:00:00,9.63,0.0,-0.0,0.0,3.03
2023-04-25 04:00:00,9.5,64.0,174.8,43.0,3.1
2023-04-25 05:00:00,10.4,173.0,210.28,115.0,2.9
2023-04-25 06:00:00,11.94,341.0,430.59,158.0,3.79
2023-04-25 07:00:00,13.43,461.0,439.45,216.0,4.0
2023-04-25 08:00:00,15.06,620.0,638.23,196.0,4.07
2023-04-25 09:00:00,16.58,725.0,739.65,179.0,4.14
2023-04-25 10:00:00,17.86,784.0,811.34,156.0,4.41
2023-04-25 11:00:00,18.79,791.0,842.19,143.0,4.76
2023-04-25 12:00:00,19.38,752.0,867.97,123.0,4.97
2023-04-25 13:00:00,19.8,583.0,583.34,208.0,4.97
2023-04-25 14:00:00,19.81,440.0,457.03,198.0,4.9
2023-04-25 15:00:00,18.27,285.0,310.93,163.0,4.14
2023-04-25 16:00:00,17.92,100.0,37.37,91.0,3.24
2023-04-25 17:00:00,17.14,17.0,0.0,17.0,3.1
2023-04-25 18:00:00,16.37,0.0,-0.0,0.0,3.1
2023-04-25 19:00:00,15.69,0.0,-0.0,0.0,2.76
2023-04-25 20:00:00,15.15,0.0,-0.0,0.0,2.55
2023-04-25 21:00:00,14.57,0.0,-0.0,0.0,2.41
2023-04-25 22:00:00,13.99,0.0,-0.0,0.0,2.55
2023-04-25 23:00:00,13.74,0.0,-0.0,0.0,2.62
2023-04-26 00:00:00,13.43,0.0,-0.0,0.0,2.69
2023-04-26 01:00:00,13.09,0.0,-0.0,0.0,2.76
2023-04-26 02:00:00,12.69,0.0,-0.0,0.0,2.83
2023-04-26 03:00:00,12.3,0.0,-0.0,0.0,2.9
2023-04-26 04:00:00,12.02,7.0,0.0,7.0,2.9
2023-04-26 05:00:00,12.19,23.0,0.0,23.0,2.97
2023-04-26 06:00:00,12.62,55.0,0.0,55.0,3.03
2023-04-26 07:00:00,13.25,82.0,0.0,82.0,3.1
2023-04-26 08:00:00,13.64,103.0,0.0,103.0,4.14
2023-04-26 09:00:00,12.97,146.0,0.0,146.0,3.45
2023-04-26 10:00:00,13.29,210.0,0.0,210.0,3.66
2023-04-26 11:00:00,13.51,143.0,0.0,143.0,3.72
2023-04-26 12:00:00,13.5,152.0,0.0,152.0,3.66
2023-04-26 13:00:00,13.73,101.0,0.0,101.0,4.14
2023-04-26 14:00:00,13.53,238.0,30.02,222.0,4.28
2023-04-26 15:00:00,13.6,35.0,0.0,35.0,4.34
2023-04-26 16:00:00,13.26,21.0,0.0,21.0,4.14
2023-04-26 17:00:00,13.04,22.0,11.22,21.0,4.07
2023-04-26 18:00:00,12.68,0.0,-0.0,0.0,4.07
2023-04-26 19:00:00,12.32,0.0,-0.0,0.0,3.45
2023-04-26 20:00:00,12.25,0.0,-0.0,0.0,3.31
2023-04-26 21:00:00,12.27,0.0,-0.0,0.0,3.38
2023-04-26 22:00:00,12.28,0.0,-0.0,0.0,3.31
2023-04-26 23:00:00,12.32,0.0,-0.0,0.0,3.24
2023-04-27 00:00:00,12.25,0.0,-0.0,0.0,3.17
2023-04-27 01:00:00,11.96,0.0,-0.0,0.0,3.1
2023-04-27 02:00:00,11.53,0.0,-0.0,0.0,2.97
2023-04-27 03:00:00,11.19,0.0,-0.0,0.0,2.69
2023-04-27 04:00:00,11.0,7.0,0.0,7.0,2.48
2023-04-27 05:00:00,11.52,46.0,0.0,46.0,2.41
2023-04-27 06:00:00,12.59,191.0,32.27,177.0,2.83
2023-04-27 07:00:00,13.8,147.0,0.0,147.0,2.21
2023-04-27 08:00:00,15.08,163.0,0.0,163.0,2.34
2023-04-27 09:00:00,16.08,543.0,252.13,355.0,2.34
2023-04-27 10:00:00,16.77,398.0,48.65,360.0,2.21
2023-04-27 11:00:00,17.43,430.0,74.71,372.0,2.14
2023-04-27 12:00:00,17.93,207.0,0.0,207.0,2.21
2023-04-27 13:00:00,18.01,303.0,33.86,281.0,1.86
2023-04-27 14:00:00,18.05,192.0,5.59,189.0,1.45
2023-04-27 15:00:00,18.09,236.0,142.64,179.0,1.1
2023-04-27 16:00:00,17.48,105.0,44.29,94.0,0.28
2023-04-27 17:00:00,16.43,30.0,32.21,27.0,1.24
2023-04-27 18:00:00,14.57,0.0,-0.0,0.0,1.38
2023-04-27 19:00:00,13.78,0.0,-0.0,0.0,1.52
2023-04-27 20:00:00,12.63,0.0,-0.0,0.0,1.24
2023-04-27 21:00:00,12.79,0.0,-0.0,0.0,0.62
2023-04-27 22:00:00,12.43,0.0,-0.0,0.0,0.41
2023-04-27 23:00:00,10.25,0.0,-0.0,0.0,1.31
2023-04-28 00:00:00,9.32,0.0,-0.0,0.0,1.79
2023-04-28 01:00:00,9.1,0.0,-0.0,0.0,2.0
2023-04-28 02:00:00,8.97,0.0,-0.0,0.0,2.0
2023-04-28 03:00:00,8.89,0.0,-0.0,0.0,2.07
2023-04-28 04:00:00,9.09,90.0,349.27,43.0,1.79
2023-04-28 05:00:00,9.55,159.0,117.4,125.0,2.48
2023-04-28 06:00:00,10.79,79.0,0.0,79.0,2.9
2023-04-28 07:00:00,12.11,235.0,17.55,225.0,2.76
2023-04-28 08:00:00,12.98,212.0,1.48,211.0,2.97
2023-04-28 09:00:00,13.88,277.0,5.34,273.0,2.97
2023-04-28 10:00:00,14.67,159.0,0.0,159.0,3.03
2023-04-28 11:00:00,15.25,159.0,0.0,159.0,2.97
2023-04-28 12:00:00,15.84,210.0,0.0,210.0,2.76
2023-04-28 13:00:00,16.37,210.0,1.53,209.0,2.9
2023-04-28 14:00:00,16.47,466.0,520.49,185.0,3.1
2023-04-28 15:00:00,16.47,54.0,0.0,54.0,3.1
2023-04-28 16:00:00,16.3,157.0,210.22,104.0,2.97
2023-04-28 17:00:00,15.48,46.0,133.91,33.0,2.48
2023-04-28 18:00:00,14.34,0.0,-0.0,0.0,2.34
2023-04-28 19:00:00,13.17,0.0,-0.0,0.0,2.07
2023-04-28 20:00:00,12.21,0.0,-0.0,0.0,2.07
2023-04-28 21:00:00,11.5,0.0,-0.0,0.0,2.07
2023-04-28 22:00:00,10.89,0.0,-0.0,0.0,2.14
2023-04-28 23:00:00,10.54,0.0,-0.0,0.0,2.14
2023-04-29 00:00:00,10.19,0.0,-0.0,0.0,2.14
2023-04-29 01:00:00,9.95,0.0,-0.0,0.0,2.07
2023-04-29 02:00:00,9.4,0.0,-0.0,0.0,2.0
2023-04-29 03:00:00,8.87,0.0,-0.0,0.0,2.0
2023-04-29 04:00:00,8.74,76.0,172.4,52.0,2.0
2023-04-29 05:00:00,10.18,224.0,401.32,106.0,1.86
2023-04-29 06:00:00,12.22,407.0,667.02,112.0,2.28
2023-04-29 07:00:00,14.23,564.0,768.52,123.0,2.55
2023-04-29 08:00:00,16.04,691.0,823.84,131.0,2.83
2023-04-29 09:00:00,17.17,788.0,878.06,127.0,3.1
2023-04-29 10:00:00,17.93,814.0,846.44,147.0,2.76
2023-04-29 11:00:00,18.12,708.0,540.25,285.0,2.41
2023-04-29 12:00:00,18.39,664.0,539.26,266.0,2.21
2023-04-29 13:00:00,18.69,527.0,370.27,284.0,2.14
2023-04-29 14:00:00,18.72,455.0,458.35,206.0,2.21
2023-04-29 15:00:00,18.63,363.0,622.14,110.0,2.34
2023-04-29 16:00:00,18.15,172.0,273.63,102.0,2.0
2023-04-29 17:00:00,17.23,47.0,128.71,34.0,1.59
2023-04-29 18:00:00,15.66,0.0,-0.0,0.0,1.52
2023-04-29 19:00:00,13.18,0.0,-0.0,0.0,1.72
2023-04-29 20:00:00,12.1,0.0,-0.0,0.0,1.52
2023-04-29 21:00:00,10.89,0.0,-0.0,0.0,1.66
2023-04-29 22:00:00,9.32,0.0,-0.0,0.0,1.93
2023-04-29 23:00:00,8.45,0.0,-0.0,0.0,2.07
2023-04-30 00:00:00,7.92,0.0,-0.0,0.0,2.0
2023-04-30 01:00:00,7.37,0.0,-0.0,0.0,2.0
2023-04-30 02:00:00,6.86,0.0,-0.0,0.0,1.86
2023-04-30 03:00:00,6.64,0.0,-0.0,0.0,1.72
2023-04-30 04:00:00,6.8,89.0,264.3,51.0,1.45
2023-04-30 05:00:00,8.73,247.0,526.19,90.0,0.97
2023-04-30 06:00:00,12.1,418.0,690.0,110.0,1.03
2023-04-30 07:00:00,14.56,571.0,772.03,125.0,1.1
2023-04-30 08:00:00,16.73,698.0,823.83,135.0,1.31
2023-04-30 09:00:00,18.3,786.0,854.21,140.0,1.72
2023-04-30 10:00:00,19.19,784.0,729.16,207.0,1.79
2023-04-30 11:00:00,19.64,778.0,727.54,206.0,1.86
2023-04-30 12:00:00,19.91,712.0,666.44,218.0,2.14
2023-04-30 13:00:00,20.03,679.0,844.56,122.0,2.48
2023-04-30 14:00:00,19.93,516.0,684.25,142.0,2.62
2023-04-30 15:00:00,19.64,347.0,512.02,137.0,2.62
2023-04-30 16:00:00,14.87,85.0,7.71,83.0,1.92
2023-04-30 17:00:00,14.76,13.0,0.0,13.0,1.83
2023-04-30 18:00:00,14.64,0.0,-0.0,0.0,1.74
2023-04-30 19:00:00,14.52,0.0,-0.0,0.0,1.65
2023-04-30 20:00:00,14.4,0.0,-0.0,0.0,1.56
2023-04-30 21:00:00,14.28,0.0,-0.0,0.0,1.47
2023-04-30 22:00:00,14.16,0.0,-0.0,0.0,1.38
2023-04-30 23:00:00,14.04,0.0,-0.0,0.0,1.29
2023-05-01 00:00:00,13.92,0.0,-0.0,0.0,1.2
2023-05-01 01:00:00,13.8,0.0,-0.0,0.0,1.11
2023-05-01 02:00:00,13.69,0.0,-0.0,0.0,1.01
2023-05-01 03:00:00,13.57,0.0,-0.0,0.0,0.92
2023-05-01 04:00:00,13.45,9.0,0.0,9.0,0.83
2023-05-01 05:00:00,13.33,31.0,0.0,31.0,0.74
2023-05-01 06:00:00,13.21,48.0,0.0,48.0,0.65
2023-05-01 07:00:00,13.09,342.0,116.94,274.0,0.56
2023-05-01 08:00:00,16.58,192.0,0.0,192.0,1.79
2023-05-01 09:00:00,16.41,129.0,0.0,129.0,2.21
2023-05-01 10:00:00,15.51,94.0,0.0,94.0,2.41
2023-05-01 11:00:00,14.91,154.0,0.0,154.0,2.21
2023-05-01 12:00:00,14.61,98.0,0.0,98.0,2.14
2023-05-01 13:00:00,14.11,545.0,424.02,264.0,1.45
2023-05-01 14:00:00,14.75,497.0,629.24,151.0,0.83
2023-05-01 15:00:00,15.21,329.0,440.06,147.0,0.28
2023-05-01 16:00:00,15.32,195.0,410.46,87.0,0.41
2023-05-01 17:00:00,14.92,34.0,18.39,32.0,0.62
2023-05-01 18:00:00,14.09,0.0,-0.0,0.0,1.38
2023-05-01 19:00:00,12.69,0.0,-0.0,0.0,1.24
2023-05-01 20:00:00,11.22,0.0,-0.0,0.0,1.59
2023-05-01 21:00:00,10.19,0.0,-0.0,0.0,1.86
2023-05-01 22:00:00,9.88,0.0,-0.0,0.0,1.79
2023-05-01 23:00:00,9.58,0.0,-0.0,0.0,1.72
2023-05-02 00:00:00,9.34,0.0,-0.0,0.0,1.52
2023-05-02 01:00:00,9.22,0.0,-0.0,0.0,1.17
2023-05-02 02:00:00,9.38,0.0,-0.0,0.0,0.9
2023-05-02 03:00:00,9.46,0.0,0.0,0.0,0.69
2023-05-02 04:00:00,9.08,25.0,0.0,25.0,0.9
2023-05-02 05:00:00,10.52,47.0,0.0,47.0,0.48
2023-05-02 06:00:00,11.9,36.0,0.0,36.0,0.69
2023-05-02 07:00:00,11.98,61.0,0.0,61.0,0.9
2023-05-02 08:00:00,12.23,135.0,0.0,135.0,1.1
2023-05-02 09:00:00,12.64,160.0,0.0,160.0,1.24
2023-05-02 10:00:00,13.04,278.0,2.51,276.0,1.45
2023-05-02 11:00:00,13.7,448.0,83.28,382.0,1.45
2023-05-02 12:00:00,15.09,414.0,77.59,356.0,1.45
2023-05-02 13:00:00,15.98,196.0,0.0,196.0,1.86
2023-05-02 14:00:00,16.19,315.0,103.05,258.0,1.93
2023-05-02 15:00:00,16.04,204.0,59.96,179.0,2.07
2023-05-02 16:00:00,15.89,123.0,63.74,106.0,2.07
2023-05-02 17:00:00,15.11,46.0,71.07,38.0,1.52
2023-05-02 18:00:00,13.97,0.0,-0.0,0.0,1.79
2023-05-02 19:00:00,13.11,0.0,-0.0,0.0,1.72
2023-05-02 20:00:00,11.91,0.0,-0.0,0.0,1.93
2023-05-02 21:00:00,11.11,0.0,-0.0,0.0,2.0
2023-05-02 22:00:00,10.82,0.0,-0.0,0.0,2.0
2023-05-02 23:00:00,10.47,0.0,-0.0,0.0,2.07
2023-05-03 00:00:00,10.28,0.0,-0.0,0.0,2.14
2023-05-03 01:00:00,9.92,0.0,-0.0,0.0,2.21
2023-05-03 02:00:00,9.73,0.0,-0.0,0.0,2.28
2023-05-03 03:00:00,9.72,0.0,0.0,0.0,2.48
2023-05-03 04:00:00,10.1,9.0,0.0,9.0,2.62
2023-05-03 05:00:00,11.28,48.0,0.0,48.0,2.62
2023-05-03 06:00:00,12.7,101.0,0.0,101.0,3.52
2023-05-03 07:00:00,14.34,106.0,0.0,106.0,4.83
2023-05-03 08:00:00,15.4,339.0,43.24,309.0,5.17
2023-05-03 09:00:00,16.58,296.0,7.83,290.0,5.31
2023-05-03 10:00:00,17.04,119.0,0.0,119.0,4.07
2023-05-03 11:00:00,17.58,122.0,0.0,122.0,3.52
2023-05-03 12:00:00,17.66,118.0,0.0,118.0,3.24
2023-05-03 13:00:00,18.21,58.0,0.0,58.0,3.59
2023-05-03 14:00:00,17.47,46.0,0.0,46.0,3.38
2023-05-03 15:00:00,18.22,58.0,0.0,58.0,2.69
2023-05-03 16:00:00,18.37,42.0,0.0,42.0,3.1
2023-05-03 17:00:00,16.71,42.0,42.98,37.0,3.66
2023-05-03 18:00:00,15.01,0.0,-0.0,0.0,3.24
2023-05-03 19:00:00,14.08,0.0,-0.0,0.0,2.97
2023-05-03 20:00:00,13.32,0.0,-0.0,0.0,2.9
2023-05-03 21:00:00,12.56,0.0,-0.0,0.0,2.97
2023-05-03 22:00:00,11.68,0.0,-0.0,0.0,2.9
2023-05-03 23:00:00,10.92,0.0,-0.0,0.0,3.03
2023-05-04 00:00:00,10.41,0.0,-0.0,0.0,3.17
2023-05-04 01:00:00,10.07,0.0,-0.0,0.0,3.31
2023-05-04 02:00:00,9.6,0.0,-0.0,0.0,3.31
2023-05-04 03:00:00,9.11,0.0,0.0,0.0,3.1
2023-05-04 04:00:00,8.65,22.0,0.0,22.0,3.1
2023-05-04 05:00:00,8.46,27.0,0.0,27.0,3.38
2023-05-04 06:00:00,8.66,82.0,0.0,82.0,3.1
2023-05-04 07:00:00,8.69,78.0,0.0,78.0,2.83
2023-05-04 08:00:00,9.18,138.0,0.0,138.0,2.41
2023-05-04 09:00:00,9.85,132.0,0.0,132.0,2.21
2023-05-04 10:00:00,10.72,113.0,0.0,113.0,2.07
2023-05-04 11:00:00,11.11,138.0,0.0,138.0,2.21
2023-05-04 12:00:00,11.34,171.0,0.0,171.0,2.21
2023-05-04 13:00:00,11.78,76.0,0.0,76.0,1.93
2023-05-04 14:00:00,11.56,79.0,0.0,79.0,1.72
2023-05-04 15:00:00,11.44,93.0,0.0,93.0,1.86
2023-05-04 16:00:00,11.0,19.0,0.0,19.0,1.66
2023-05-04 17:00:00,10.7,15.0,0.0,15.0,1.59
2023-05-04 18:00:00,10.34,0.0,-0.0,0.0,1.52
2023-05-04 19:00:00,8.97,0.0,-0.0,0.0,1.38
2023-05-04 20:00:00,8.75,0.0,-0.0,0.0,1.52
2023-05-04 21:00:00,8.57,0.0,-0.0,0.0,1.66
2023-05-04 22:00:00,8.33,0.0,-0.0,0.0,1.72
2023-05-04 23:00:00,8.03,0.0,-0.0,0.0,1.86
2023-05-05 00:00:00,7.8,0.0,-0.0,0.0,1.93
2023-05-05 01:00:00,7.57,0.0,-0.0,0.0,2.0
2023-05-05 02:00:00,7.18,0.0,-0.0,0.0,2.07
2023-05-05 03:00:00,6.98,0.0,0.0,0.0,2.07
2023-05-05 04:00:00,6.87,16.0,0.0,16.0,2.0
2023-05-05 05:00:00,6.96,25.0,0.0,25.0,1.86
2023-05-05 06:00:00,7.05,151.0,2.15,150.0,1.93
2023-05-05 07:00:00,7.16,232.0,10.07,226.0,2.48
2023-05-05 08:00:00,7.74,153.0,0.0,153.0,2.76
2023-05-05 09:00:00,9.54,299.0,7.77,293.0,2.9
2023-05-05 10:00:00,10.15,117.0,0.0,117.0,2.9
2023-05-05 11:00:00,10.82,125.0,0.0,125.0,3.03
2023-05-05 12:00:00,11.35,133.0,0.0,133.0,3.03
2023-05-05 13:00:00,11.84,182.0,0.0,182.0,3.03
2023-05-05 14:00:00,12.01,377.0,199.08,265.0,2.97
2023-05-05 15:00:00,12.21,148.0,7.03,145.0,2.97
2023-05-05 16:00:00,11.85,108.0,25.25,101.0,2.97
2023-05-05 17:00:00,11.33,32.0,8.08,31.0,2.55
2023-05-05 18:00:00,10.18,0.0,-0.0,0.0,2.41
2023-05-05 19:00:00,9.42,0.0,-0.0,0.0,2.97
2023-05-05 20:00:00,8.89,0.0,-0.0,0.0,3.31
2023-05-05 21:00:00,8.59,0.0,-0.0,0.0,3.52
2023-05-05 22:00:00,8.38,0.0,-0.0,0.0,3.79
2023-05-05 23:00:00,8.03,0.0,-0.0,0.0,4.0
2023-05-06 00:00:00,7.71,0.0,-0.0,0.0,4.28
2023-05-06 01:00:00,7.43,0.0,-0.0,0.0,4.62
2023-05-06 02:00:00,6.99,0.0,-0.0,0.0,4.34
2023-05-06 03:00:00,6.43,0.0,0.0,0.0,4.41
2023-05-06 04:00:00,6.45,24.0,0.0,24.0,4.48
2023-05-06 05:00:00,6.61,24.0,0.0,24.0,4.41
2023-05-06 06:00:00,6.9,38.0,0.0,38.0,4.14
2023-05-06 07:00:00,6.9,93.0,0.0,93.0,4.28
2023-05-06 08:00:00,7.33,109.0,0.0,109.0,4.0
2023-05-06 09:00:00,8.36,108.0,0.0,108.0,4.07
2023-05-06 10:00:00,9.68,131.0,0.0,131.0,3.86
2023-05-06 11:00:00,11.16,130.0,0.0,130.0,3.79
2023-05-06 12:00:00,11.97,100.0,0.0,100.0,3.93
2023-05-06 13:00:00,12.92,59.0,0.0,59.0,3.17
2023-05-06 14:00:00,13.65,85.0,0.0,85.0,2.83
2023-05-06 15:00:00,14.58,106.0,0.0,106.0,2.9
2023-05-06 16:00:00,14.93,20.0,0.0,20.0,2.76
2023-05-06 17:00:00,14.97,23.0,0.0,23.0,2.48
2023-05-06 18:00:00,14.44,0.0,-0.0,0.0,2.62
