price
304.4
304.4
304.4
304.4
263.3
263.3
263.3
263.3
263.2
263.2
263.2
263.2
290.56
290.56
290.56
290.56
310.0
310.0
310.0
310.0
370.1
370.1
370.1
370.1
512.2
512.2
512.2
512.2
579.4
579.4
579.4
579.4
630.0
630.0
630.0
630.0
593.2
593.2
593.2
593.2
550.5
550.5
550.5
550.5
536.6
536.6
536.6
536.6
540.0
540.0
540.0
540.0
550.0
550.0
550.0
550.0
593.0
593.0
593.0
593.0
677.1
677.1
677.1
677.1
683.3
683.3
683.3
683.3
709.0
709.0
709.0
709.0
677.9
677.9
677.9
677.9
657.7
657.7
657.7
657.7
593.6
593.6
593.6
593.6
505.3
505.3
505.3
505.3
479.9
479.9
479.9
479.9
428.8
428.8
428.8
428.8
