price
477.4
477.4
477.4
477.4
457.5
457.5
457.5
457.5
448.4
448.4
448.4
448.4
460.0
460.0
460.0
460.0
478.0
478.0
478.0
478.0
478.4
478.4
478.4
478.4
660.0
660.0
660.0
660.0
720.0
720.0
720.0
720.0
750.0
750.0
750.0
750.0
720.0
720.0
720.0
720.0
619.0
619.0
619.0
619.0
610.0
610.0
610.0
610.0
619.0
619.0
619.0
619.0
639.0
639.0
639.0
639.0
740.0
740.0
740.0
740.0
853.0
853.0
853.0
853.0
851.0
851.0
851.0
851.0
773.0
773.0
773.0
773.0
690.0
690.0
690.0
690.0
635.7
635.7
635.7
635.7
568.5
568.5
568.5
568.5
525.5
525.5
525.5
525.5
500.0
500.0
500.0
500.0
437.55
437.55
437.55
437.55
