Doba handlowa;Doba;OREB [Jednostka czasu od-do];RCE [zł/MWh];Data publikacji
"2025-01-08";"2025-01-08";"12:00 - 12:15";422.45;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"12:15 - 12:30";422.45;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"12:30 - 12:45";422.45;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"12:45 - 13:00";422.45;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"13:00 - 13:15";458.81;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"13:15 - 13:30";458.81;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"13:30 - 13:45";458.81;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"13:45 - 14:00";458.81;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"14:00 - 14:15";499.12;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"14:15 - 14:30";499.12;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"14:30 - 14:45";499.12;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"14:45 - 15:00";499.12;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"15:00 - 15:15";564.61;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"15:15 - 15:30";564.61;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"15:30 - 15:45";564.61;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"15:45 - 16:00";564.61;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"16:00 - 16:15";617.71;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"16:15 - 16:30";617.71;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"16:30 - 16:45";617.71;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"16:45 - 17:00";617.71;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"17:00 - 17:15";635.75;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"17:15 - 17:30";635.75;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"17:30 - 17:45";635.75;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"17:45 - 18:00";635.75;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"18:00 - 18:15";620.77;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"18:15 - 18:30";620.77;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"18:30 - 18:45";620.77;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"18:45 - 19:00";620.77;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"19:00 - 19:15";598.11;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"19:15 - 19:30";598.11;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"19:30 - 19:45";598.11;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"19:45 - 20:00";598.11;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"20:00 - 20:15";559.04;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"20:15 - 20:30";559.04;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"20:30 - 20:45";559.04;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"20:45 - 21:00";559.04;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"21:00 - 21:15";503.64;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"21:15 - 21:30";503.64;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"21:30 - 21:45";503.64;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"21:45 - 22:00";503.64;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"22:00 - 22:15";478.12;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"22:15 - 22:30";478.12;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"22:30 - 22:45";478.12;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"22:45 - 23:00";478.12;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"23:00 - 23:15";440.49;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"23:15 - 23:30";440.49;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"23:30 - 23:45";440.49;"2025-01-07 13:53"
"2025-01-08";"2025-01-08";"23:45 - 24:00";440.49;"2025-01-07 13:53"
"2025-01-09";"2025-01-09";"00:00 - 00:15";439.79;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"00:15 - 00:30";439.79;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"00:30 - 00:45";439.79;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"00:45 - 01:00";439.79;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"01:00 - 01:15";430.16;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"01:15 - 01:30";430.16;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"01:30 - 01:45";430.16;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"01:45 - 02:00";430.16;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"02:00 - 02:15";421.35;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"02:15 - 02:30";421.35;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"02:30 - 02:45";421.35;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"02:45 - 03:00";421.35;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"03:00 - 03:15";417.03;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"03:15 - 03:30";417.03;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"03:30 - 03:45";417.03;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"03:45 - 04:00";417.03;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"04:00 - 04:15";432.41;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"04:15 - 04:30";432.41;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"04:30 - 04:45";432.41;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"04:45 - 05:00";432.41;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"05:00 - 05:15";460.32;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"05:15 - 05:30";460.32;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"05:30 - 05:45";460.32;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"05:45 - 06:00";460.32;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"06:00 - 06:15";573.33;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"06:15 - 06:30";573.33;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"06:30 - 06:45";573.33;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"06:45 - 07:00";573.33;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"07:00 - 07:15";650.5;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"07:15 - 07:30";650.5;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"07:30 - 07:45";650.5;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"07:45 - 08:00";650.5;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"08:00 - 08:15";700.5;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"08:15 - 08:30";700.5;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"08:30 - 08:45";700.5;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"08:45 - 09:00";700.5;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"09:00 - 09:15";682.03;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"09:15 - 09:30";682.03;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"09:30 - 09:45";682.03;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"09:45 - 10:00";682.03;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"10:00 - 10:15";644.13;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"10:15 - 10:30";644.13;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"10:30 - 10:45";644.13;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"10:45 - 11:00";644.13;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"11:00 - 11:15";610.03;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"11:15 - 11:30";610.03;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"11:30 - 11:45";610.03;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"11:45 - 12:00";610.03;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"12:00 - 12:15";580.72;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"12:15 - 12:30";580.72;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"12:30 - 12:45";580.72;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"12:45 - 13:00";580.72;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"13:00 - 13:15";583.28;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"13:15 - 13:30";583.28;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"13:30 - 13:45";583.28;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"13:45 - 14:00";583.28;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"14:00 - 14:15";591.13;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"14:15 - 14:30";591.13;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"14:30 - 14:45";591.13;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"14:45 - 15:00";591.13;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"15:00 - 15:15";598;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"15:15 - 15:30";598;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"15:30 - 15:45";598;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"15:45 - 16:00";598;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"16:00 - 16:15";640.54;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"16:15 - 16:30";640.54;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"16:30 - 16:45";640.54;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"16:45 - 17:00";640.54;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"17:00 - 17:15";589.74;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"17:15 - 17:30";589.74;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"17:30 - 17:45";589.74;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"17:45 - 18:00";589.74;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"18:00 - 18:15";567.62;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"18:15 - 18:30";567.62;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"18:30 - 18:45";567.62;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"18:45 - 19:00";567.62;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"19:00 - 19:15";538.71;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"19:15 - 19:30";538.71;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"19:30 - 19:45";538.71;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"19:45 - 20:00";538.71;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"20:00 - 20:15";500.46;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"20:15 - 20:30";500.46;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"20:30 - 20:45";500.46;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"20:45 - 21:00";500.46;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"21:00 - 21:15";439.63;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"21:15 - 21:30";439.63;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"21:30 - 21:45";439.63;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"21:45 - 22:00";439.63;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"22:00 - 22:15";434.67;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"22:15 - 22:30";434.67;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"22:30 - 22:45";434.67;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"22:45 - 23:00";434.67;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"23:00 - 23:15";367.41;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"23:15 - 23:30";367.41;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"23:30 - 23:45";367.41;"2025-01-08 13:41"
"2025-01-09";"2025-01-09";"23:45 - 24:00";367.41;"2025-01-08 13:41"
"2025-01-10";"2025-01-10";"00:00 - 00:15";320.82;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"00:15 - 00:30";320.82;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"00:30 - 00:45";320.82;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"00:45 - 01:00";320.82;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"01:00 - 01:15";298.24;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"01:15 - 01:30";298.24;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"01:30 - 01:45";298.24;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"01:45 - 02:00";298.24;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"02:00 - 02:15";235.29;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"02:15 - 02:30";235.29;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"02:30 - 02:45";235.29;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"02:45 - 03:00";235.29;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"03:00 - 03:15";216.88;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"03:15 - 03:30";216.88;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"03:30 - 03:45";216.88;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"03:45 - 04:00";216.88;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"04:00 - 04:15";267.12;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"04:15 - 04:30";267.12;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"04:30 - 04:45";267.12;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"04:45 - 05:00";267.12;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"05:00 - 05:15";309.52;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"05:15 - 05:30";309.52;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"05:30 - 05:45";309.52;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"05:45 - 06:00";309.52;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"06:00 - 06:15";427.05;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"06:15 - 06:30";427.05;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"06:30 - 06:45";427.05;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"06:45 - 07:00";427.05;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"07:00 - 07:15";488.38;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"07:15 - 07:30";488.38;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"07:30 - 07:45";488.38;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"07:45 - 08:00";488.38;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"08:00 - 08:15";560.09;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"08:15 - 08:30";560.09;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"08:30 - 08:45";560.09;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"08:45 - 09:00";560.09;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"09:00 - 09:15";551.63;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"09:15 - 09:30";551.63;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"09:30 - 09:45";551.63;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"09:45 - 10:00";551.63;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"10:00 - 10:15";511.42;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"10:15 - 10:30";511.42;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"10:30 - 10:45";511.42;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"10:45 - 11:00";511.42;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"11:00 - 11:15";471.81;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"11:15 - 11:30";471.81;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"11:30 - 11:45";471.81;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"11:45 - 12:00";471.81;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"12:00 - 12:15";457.14;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"12:15 - 12:30";457.14;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"12:30 - 12:45";457.14;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"12:45 - 13:00";457.14;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"13:00 - 13:15";459.98;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"13:15 - 13:30";459.98;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"13:30 - 13:45";459.98;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"13:45 - 14:00";459.98;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"14:00 - 14:15";478.42;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"14:15 - 14:30";478.42;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"14:30 - 14:45";478.42;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"14:45 - 15:00";478.42;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"15:00 - 15:15";522.55;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"15:15 - 15:30";522.55;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"15:30 - 15:45";522.55;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"15:45 - 16:00";522.55;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"16:00 - 16:15";571.86;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"16:15 - 16:30";571.86;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"16:30 - 16:45";571.86;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"16:45 - 17:00";571.86;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"17:00 - 17:15";605.04;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"17:15 - 17:30";605.04;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"17:30 - 17:45";605.04;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"17:45 - 18:00";605.04;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"18:00 - 18:15";597.32;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"18:15 - 18:30";597.32;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"18:30 - 18:45";597.32;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"18:45 - 19:00";597.32;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"19:00 - 19:15";576.32;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"19:15 - 19:30";576.32;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"19:30 - 19:45";576.32;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"19:45 - 20:00";576.32;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"20:00 - 20:15";533.46;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"20:15 - 20:30";533.46;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"20:30 - 20:45";533.46;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"20:45 - 21:00";533.46;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"21:00 - 21:15";482.23;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"21:15 - 21:30";482.23;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"21:30 - 21:45";482.23;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"21:45 - 22:00";482.23;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"22:00 - 22:15";476.25;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"22:15 - 22:30";476.25;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"22:30 - 22:45";476.25;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"22:45 - 23:00";476.25;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"23:00 - 23:15";421.61;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"23:15 - 23:30";421.61;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"23:30 - 23:45";421.61;"2025-01-09 13:47"
"2025-01-10";"2025-01-10";"23:45 - 24:00";421.61;"2025-01-09 13:47"
"2025-01-11";"2025-01-11";"00:00 - 00:15";418.23;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"00:15 - 00:30";418.23;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"00:30 - 00:45";418.23;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"00:45 - 01:00";418.23;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"01:00 - 01:15";380.25;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"01:15 - 01:30";380.25;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"01:30 - 01:45";380.25;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"01:45 - 02:00";380.25;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"02:00 - 02:15";354.99;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"02:15 - 02:30";354.99;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"02:30 - 02:45";354.99;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"02:45 - 03:00";354.99;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"03:00 - 03:15";321.03;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"03:15 - 03:30";321.03;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"03:30 - 03:45";321.03;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"03:45 - 04:00";321.03;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"04:00 - 04:15";317.99;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"04:15 - 04:30";317.99;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"04:30 - 04:45";317.99;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"04:45 - 05:00";317.99;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"05:00 - 05:15";315.93;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"05:15 - 05:30";315.93;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"05:30 - 05:45";315.93;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"05:45 - 06:00";315.93;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"06:00 - 06:15";338.2;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"06:15 - 06:30";338.2;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"06:30 - 06:45";338.2;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"06:45 - 07:00";338.2;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"07:00 - 07:15";397.26;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"07:15 - 07:30";397.26;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"07:30 - 07:45";397.26;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"07:45 - 08:00";397.26;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"08:00 - 08:15";446.67;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"08:15 - 08:30";446.67;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"08:30 - 08:45";446.67;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"08:45 - 09:00";446.67;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"09:00 - 09:15";451.12;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"09:15 - 09:30";451.12;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"09:30 - 09:45";451.12;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"09:45 - 10:00";451.12;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"10:00 - 10:15";443.41;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"10:15 - 10:30";443.41;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"10:30 - 10:45";443.41;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"10:45 - 11:00";443.41;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"11:00 - 11:15";426.48;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"11:15 - 11:30";426.48;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"11:30 - 11:45";426.48;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"11:45 - 12:00";426.48;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"12:00 - 12:15";410.6;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"12:15 - 12:30";410.6;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"12:30 - 12:45";410.6;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"12:45 - 13:00";410.6;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"13:00 - 13:15";409.18;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"13:15 - 13:30";409.18;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"13:30 - 13:45";409.18;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"13:45 - 14:00";409.18;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"14:00 - 14:15";422.6;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"14:15 - 14:30";422.6;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"14:30 - 14:45";422.6;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"14:45 - 15:00";422.6;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"15:00 - 15:15";448.71;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"15:15 - 15:30";448.71;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"15:30 - 15:45";448.71;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"15:45 - 16:00";448.71;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"16:00 - 16:15";477.38;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"16:15 - 16:30";477.38;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"16:30 - 16:45";477.38;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"16:45 - 17:00";477.38;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"17:00 - 17:15";491.19;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"17:15 - 17:30";491.19;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"17:30 - 17:45";491.19;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"17:45 - 18:00";491.19;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"18:00 - 18:15";495.5;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"18:15 - 18:30";495.5;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"18:30 - 18:45";495.5;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"18:45 - 19:00";495.5;"2025-01-10 13:47"
"2025-01-11";"2025-01-11";"19:00 - 19:15";489.53;"2025-01-10 13:47"
