date,fixing_i_price,fixing_i_volume,fixing_ii_price,fixing_ii_volume
01.07.2024 00:00,534.86,2459.50,529.28,1068.10
01.07.2024 01:00,466.30,2291.50,487.66,1082.10
01.07.2024 02:00,464.30,2136.60,418.95,1070.00
01.07.2024 03:00,467.50,2143.70,385.59,1063.80
01.07.2024 04:00,451.70,2276.00,381.45,1244.00
01.07.2024 05:00,469.81,2518.00,386.04,1766.30
01.07.2024 06:00,600.89,3305.20,619.76,2471.60
01.07.2024 07:00,614.04,3038.30,626.37,1685.80
01.07.2024 08:00,639.00,3457.50,625.29,1988.30
01.07.2024 09:00,597.00,3500.10,623.02,1568.50
01.07.2024 10:00,570.00,3655.80,550.47,1185.80
01.07.2024 11:00,534.86,4033.30,555.93,1190.50
01.07.2024 12:00,509.99,4043.30,507.22,1152.00
01.07.2024 13:00,510.84,4190.70,504.97,1125.70
01.07.2024 14:00,534.88,4202.60,589.91,1138.60
01.07.2024 15:00,534.86,4421.70,536.76,1667.80
01.07.2024 16:00,547.00,4446.90,765.68,1882.50
01.07.2024 17:00,693.00,4481.80,868.91,1933.70
01.07.2024 18:00,940.00,5080.40,1202.67,2228.30
01.07.2024 19:00,1300.00,5236.50,1353.38,2408.30
01.07.2024 20:00,1430.00,5070.80,1458.21,2796.50
01.07.2024 21:00,1100.00,4847.20,1127.48,3023.80
01.07.2024 22:00,800.00,4929.30,826.83,3423.50
01.07.2024 23:00,580.00,4046.70,606.33,2977.90
02.07.2024 00:00,700.00,3485.80,718.90,2071.70
02.07.2024 01:00,627.10,2925.70,630.57,1351.10
02.07.2024 02:00,600.00,2694.60,593.13,1130.90
02.07.2024 03:00,516.00,2932.10,556.34,1093.40
02.07.2024 04:00,504.00,2861.90,524.62,1171.40
02.07.2024 05:00,516.00,3064.20,539.02,1213.00
02.07.2024 06:00,636.00,3505.00,644.37,1570.20
02.07.2024 07:00,660.00,3212.10,459.53,1251.80
02.07.2024 08:00,598.00,3545.80,611.85,882.60
02.07.2024 09:00,460.00,3359.80,462.50,995.90
02.07.2024 10:00,349.99,3673.40,360.04,1090.10
02.07.2024 11:00,339.99,3455.80,322.01,1046.20
02.07.2024 12:00,323.99,3727.80,314.82,956.40
02.07.2024 13:00,319.99,3943.50,305.97,967.10
02.07.2024 14:00,309.99,4050.50,275.53,920.00
02.07.2024 15:00,327.99,3729.30,291.15,1042.80
02.07.2024 16:00,341.99,3725.40,344.23,987.50
02.07.2024 17:00,492.00,3734.60,410.25,836.40
02.07.2024 18:00,839.00,3779.70,755.20,926.10
02.07.2024 19:00,988.20,4700.20,488.26,1810.20
02.07.2024 20:00,1231.70,4566.00,608.92,2225.10
02.07.2024 21:00,943.30,4232.60,486.28,2067.50
02.07.2024 22:00,724.00,4375.80,515.39,2508.40
02.07.2024 23:00,550.00,3705.10,446.37,1607.10
03.07.2024 00:00,520.00,2689.50,450.47,1401.10
03.07.2024 01:00,414.00,2503.30,400.41,1240.90
03.07.2024 02:00,412.00,2595.10,401.18,1280.40
03.07.2024 03:00,407.40,2542.20,399.94,1382.30
03.07.2024 04:00,406.00,2439.60,403.38,1383.10
03.07.2024 05:00,420.00,2651.30,390.43,1238.10
03.07.2024 06:00,550.00,3041.50,457.45,1253.30
03.07.2024 07:00,494.10,2999.90,494.95,1406.40
03.07.2024 08:00,500.00,3109.20,484.89,1307.40
03.07.2024 09:00,449.67,3422.60,402.83,1146.10
03.07.2024 10:00,380.00,3871.70,379.90,1076.10
03.07.2024 11:00,375.00,4212.70,425.47,924.20
03.07.2024 12:00,360.55,4169.90,380.80,976.40
03.07.2024 13:00,367.71,3974.60,376.13,1002.80
03.07.2024 14:00,392.00,3947.00,384.91,1137.20
03.07.2024 15:00,469.00,3982.20,425.52,1206.40
03.07.2024 16:00,492.30,3787.90,352.67,1446.10
03.07.2024 17:00,560.00,3830.40,411.24,1772.10
03.07.2024 18:00,750.00,4438.00,692.03,2415.30
03.07.2024 19:00,988.00,4860.90,823.27,2311.80
03.07.2024 20:00,1240.85,4861.20,974.74,2919.00
03.07.2024 21:00,1030.00,4602.00,805.58,2771.50
03.07.2024 22:00,775.00,4761.60,721.33,3251.20
03.07.2024 23:00,560.00,3881.80,503.85,2660.00
04.07.2024 00:00,535.00,3530.50,535.43,2356.40
04.07.2024 01:00,438.00,3038.80,494.26,1912.00
04.07.2024 02:00,407.69,2847.20,403.06,1968.90
04.07.2024 03:00,402.00,2767.20,395.33,1974.60
04.07.2024 04:00,406.00,2705.40,398.20,1795.30
04.07.2024 05:00,424.69,2821.50,450.29,1692.20
04.07.2024 06:00,546.00,3693.70,616.85,1807.10
04.07.2024 07:00,455.00,3219.90,522.59,1544.10
04.07.2024 08:00,390.00,3023.30,493.11,991.20
04.07.2024 09:00,352.40,3470.90,362.33,973.70
04.07.2024 10:00,275.99,2967.80,275.77,1230.00
04.07.2024 11:00,319.99,3334.00,308.53,1144.10
04.07.2024 12:00,305.00,3662.50,312.35,1158.40
04.07.2024 13:00,306.76,3698.40,309.82,1192.90
04.07.2024 14:00,301.99,3631.10,308.90,1264.20
04.07.2024 15:00,267.99,3234.20,291.52,1388.30
04.07.2024 16:00,323.60,2864.20,352.79,1221.50
04.07.2024 17:00,361.20,3026.10,464.51,1256.30
04.07.2024 18:00,550.00,3382.10,711.92,1615.00
04.07.2024 19:00,652.00,3854.50,850.94,1666.70
04.07.2024 20:00,729.00,4009.10,804.87,2006.20
04.07.2024 21:00,576.96,3707.20,612.65,2112.20
04.07.2024 22:00,547.00,3999.00,547.61,2283.60
04.07.2024 23:00,438.00,3382.80,483.53,1565.90
05.07.2024 00:00,496.00,2928.30,523.16,953.90
05.07.2024 01:00,392.00,2826.50,481.70,932.00
05.07.2024 02:00,390.00,2521.40,451.02,970.20
05.07.2024 03:00,394.00,2577.60,449.49,931.00
05.07.2024 04:00,386.00,2536.40,395.30,942.00
05.07.2024 05:00,394.00,2581.10,394.51,950.40
05.07.2024 06:00,496.00,3171.00,527.11,995.30
05.07.2024 07:00,364.06,3158.80,475.64,840.90
05.07.2024 08:00,320.00,3770.60,348.78,847.30
05.07.2024 09:00,170.00,4378.60,153.38,862.40
05.07.2024 10:00,1.00,4533.10,9.89,1458.50
05.07.2024 11:00,0.00,4249.80,0.52,1200.00
05.07.2024 12:00,0.00,3854.10,-0.17,975.70
05.07.2024 13:00,0.01,3786.10,-12.60,1033.40
05.07.2024 14:00,5.00,3959.90,-3.32,956.50
05.07.2024 15:00,200.00,4114.90,201.29,969.00
05.07.2024 16:00,329.99,2854.10,339.85,961.60
05.07.2024 17:00,353.42,2864.50,471.46,868.80
05.07.2024 18:00,537.70,3642.70,588.34,1556.30
05.07.2024 19:00,634.00,4267.40,564.92,2256.00
05.07.2024 20:00,720.00,4461.20,770.84,2073.20
05.07.2024 21:00,627.10,4183.80,652.72,2007.50
05.07.2024 22:00,537.70,4549.10,518.16,2735.40
05.07.2024 23:00,469.00,3560.00,496.30,2020.50
06.07.2024 00:00,500.00,3230.40,482.26,2422.10
06.07.2024 01:00,422.78,2937.30,382.06,2159.30
06.07.2024 02:00,390.00,2761.70,385.17,2082.90
06.07.2024 03:00,391.10,2641.60,386.06,1891.70
06.07.2024 04:00,390.00,2453.90,390.45,1593.50
06.07.2024 05:00,406.00,2481.40,415.97,937.10
06.07.2024 06:00,415.69,2508.50,417.84,1104.00
06.07.2024 07:00,380.00,2579.90,424.27,1009.70
06.07.2024 08:00,339.40,2494.00,330.20,829.50
06.07.2024 09:00,148.88,3119.50,100.17,868.50
06.07.2024 10:00,-10.00,3246.10,-8.94,988.70
06.07.2024 11:00,-80.00,3556.70,-52.49,982.90
06.07.2024 12:00,-175.00,3396.20,-99.74,1112.20
06.07.2024 13:00,-175.00,3369.70,-7.60,937.80
06.07.2024 14:00,-175.00,3286.60,-112.83,987.10
06.07.2024 15:00,-120.00,3310.10,-50.22,920.90
06.07.2024 16:00,0.00,3117.80,-1.02,939.40
06.07.2024 17:00,283.99,3179.70,271.68,1159.10
06.07.2024 18:00,430.00,3530.60,477.09,899.80
06.07.2024 19:00,460.00,3982.70,441.45,1514.80
06.07.2024 20:00,480.00,4026.90,521.37,1484.70
06.07.2024 21:00,502.00,4181.30,537.58,946.70
06.07.2024 22:00,476.00,3695.90,530.59,832.70
06.07.2024 23:00,400.00,3299.40,406.28,772.90
07.07.2024 00:00,299.99,2703.40,248.51,785.80
07.07.2024 01:00,303.99,2532.80,298.25,796.60
07.07.2024 02:00,318.00,2376.90,328.97,825.30
07.07.2024 03:00,321.99,2240.50,305.12,996.50
07.07.2024 04:00,323.99,2091.50,300.31,893.90
07.07.2024 05:00,320.00,1865.10,307.03,766.00
07.07.2024 06:00,320.00,1678.70,320.55,729.00
07.07.2024 07:00,305.99,1940.10,260.57,839.30
07.07.2024 08:00,240.00,2182.40,149.62,734.20
07.07.2024 09:00,150.00,2331.00,-0.01,725.40
07.07.2024 10:00,150.00,2416.20,-34.14,879.00
07.07.2024 11:00,150.00,2584.80,-49.45,932.70
07.07.2024 12:00,120.00,2559.70,-8.52,697.00
07.07.2024 13:00,175.00,2676.00,10.76,915.30
07.07.2024 14:00,233.40,2414.30,210.15,1018.90
07.07.2024 15:00,388.00,2410.70,344.59,943.10
07.07.2024 16:00,436.10,2727.00,425.95,707.60
07.07.2024 17:00,480.00,2874.00,517.93,2079.00
07.07.2024 18:00,562.00,3435.90,563.14,2376.80
07.07.2024 19:00,670.00,3813.50,666.23,2721.70
07.07.2024 20:00,775.00,4148.10,687.00,3046.80
07.07.2024 21:00,803.00,3854.00,684.52,3413.90
07.07.2024 22:00,675.00,3597.30,527.25,3040.30
07.07.2024 23:00,552.90,2890.40,455.47,2618.50
08.07.2024 00:00,525.00,2489.80,372.07,2522.60
08.07.2024 01:00,450.00,2397.40,350.04,2741.60
08.07.2024 02:00,427.00,2313.50,342.31,2634.50
08.07.2024 03:00,421.75,2253.30,340.58,2770.10
08.07.2024 04:00,417.19,2306.70,340.26,2819.50
08.07.2024 05:00,452.83,2499.30,350.22,2699.50
08.07.2024 06:00,700.00,3714.60,534.06,2917.40
08.07.2024 07:00,650.48,3561.60,557.66,2263.90
08.07.2024 08:00,639.00,3693.30,491.21,2170.70
08.07.2024 09:00,500.00,3641.90,390.78,2026.40
08.07.2024 10:00,466.80,3717.10,348.51,2021.90
08.07.2024 11:00,460.00,3664.00,348.45,1773.20
08.07.2024 12:00,460.00,3730.00,348.97,1747.90
08.07.2024 13:00,450.00,3589.20,355.42,1506.40
08.07.2024 14:00,462.00,3453.50,361.22,1535.30
08.07.2024 15:00,480.60,3697.10,380.43,1600.20
08.07.2024 16:00,515.72,3772.70,424.27,1908.60
08.07.2024 17:00,600.00,3773.00,452.23,2190.70
08.07.2024 18:00,908.42,4693.50,712.30,3157.00
08.07.2024 19:00,1286.18,4813.00,987.35,3482.10
08.07.2024 20:00,1447.79,4685.70,1413.25,3071.50
08.07.2024 21:00,1293.57,4422.10,1123.49,3339.60
08.07.2024 22:00,949.46,4820.20,753.00,4083.00
08.07.2024 23:00,610.00,4046.30,511.59,2954.40
09.07.2024 00:00,525.00,3538.40,525.70,2848.80
09.07.2024 01:00,445.90,3208.90,434.72,2593.00
09.07.2024 02:00,414.00,2972.60,407.93,2480.00
09.07.2024 03:00,412.00,2972.40,397.04,2404.50
09.07.2024 04:00,416.80,2952.30,377.94,2168.00
09.07.2024 05:00,428.40,3019.60,409.26,2124.30
09.07.2024 06:00,534.25,3562.50,474.07,2433.80
09.07.2024 07:00,513.20,3039.50,450.64,1585.00
09.07.2024 08:00,430.00,3104.50,578.87,1224.80
09.07.2024 09:00,347.99,3060.10,357.63,531.50
09.07.2024 10:00,250.00,3597.70,250.34,996.00
09.07.2024 11:00,299.99,3597.40,301.43,908.80
09.07.2024 12:00,250.00,3964.40,251.27,1021.90
09.07.2024 13:00,299.99,3772.90,304.88,951.70
09.07.2024 14:00,295.99,3496.90,311.14,987.30
09.07.2024 15:00,339.50,3563.60,368.08,902.50
09.07.2024 16:00,402.00,3378.40,365.65,1349.80
09.07.2024 17:00,500.00,3569.40,451.04,1760.20
09.07.2024 18:00,730.00,4500.20,615.25,2443.30
09.07.2024 19:00,1010.00,4976.40,971.07,2535.10
09.07.2024 20:00,1049.00,4789.80,1018.65,2370.60
09.07.2024 21:00,812.00,4263.30,700.73,2435.30
09.07.2024 22:00,600.00,4379.20,568.51,2197.30
09.07.2024 23:00,484.00,3255.80,532.03,1302.80
10.07.2024 00:00,489.00,3134.10,458.09,1354.00
10.07.2024 01:00,400.00,2903.10,340.10,1395.50
10.07.2024 02:00,380.00,2786.40,311.41,1459.60
10.07.2024 03:00,352.48,2854.40,311.03,1510.50
10.07.2024 04:00,356.52,2858.10,330.62,1470.70
10.07.2024 05:00,367.55,2870.40,329.88,1444.90
10.07.2024 06:00,550.00,3137.80,473.87,1443.70
10.07.2024 07:00,430.64,3240.30,453.45,1670.40
10.07.2024 08:00,365.99,3747.70,434.60,2350.10
10.07.2024 09:00,290.00,4495.10,361.86,2722.00
10.07.2024 10:00,187.99,4971.10,276.93,3172.60
10.07.2024 11:00,150.00,5244.30,234.24,3381.90
10.07.2024 12:00,140.00,5155.30,140.85,3136.90
10.07.2024 13:00,150.00,4995.60,144.21,2447.60
10.07.2024 14:00,177.00,4775.40,192.58,1871.70
10.07.2024 15:00,317.99,4218.90,295.82,1570.40
10.07.2024 16:00,347.99,3506.20,321.56,1801.00
10.07.2024 17:00,480.00,3939.10,475.26,2028.20
10.07.2024 18:00,620.00,4547.70,670.06,2211.90
10.07.2024 19:00,875.00,5043.00,1034.28,2331.70
10.07.2024 20:00,924.51,4938.30,1171.62,2080.20
10.07.2024 21:00,800.00,4625.50,1043.89,1980.80
10.07.2024 22:00,650.00,5057.20,693.25,3075.10
10.07.2024 23:00,502.00,4433.90,577.43,2532.50
11.07.2024 00:00,520.00,3689.50,522.51,1688.90
11.07.2024 01:00,434.00,3290.90,434.33,1727.80
11.07.2024 02:00,425.00,3151.30,401.07,1704.30
11.07.2024 03:00,421.00,3149.70,391.27,1771.80
11.07.2024 04:00,418.00,3247.50,392.32,1808.00
11.07.2024 05:00,441.01,3475.30,394.23,1769.50
11.07.2024 06:00,588.00,4180.50,541.84,2724.40
11.07.2024 07:00,567.30,3787.30,512.29,2081.40
11.07.2024 08:00,549.00,3744.40,464.03,2066.90
11.07.2024 09:00,500.00,3676.20,525.68,1444.40
11.07.2024 10:00,450.00,3671.50,528.54,1436.10
11.07.2024 11:00,450.00,4255.40,529.24,1767.10
11.07.2024 12:00,476.00,4216.20,551.07,1627.70
11.07.2024 13:00,476.00,4131.60,520.53,1483.20
11.07.2024 14:00,450.00,3913.40,481.75,1145.70
11.07.2024 15:00,484.00,3767.40,506.12,1296.60
11.07.2024 16:00,500.00,3732.90,406.53,1611.30
11.07.2024 17:00,550.00,4146.40,551.03,1831.70
11.07.2024 18:00,940.00,5129.80,932.61,2062.50
11.07.2024 19:00,1306.00,5589.00,1217.49,2835.10
11.07.2024 20:00,1479.00,5832.00,1455.61,2633.40
11.07.2024 21:00,1250.00,5503.10,1282.53,2228.30
11.07.2024 22:00,949.00,5790.10,871.74,3420.70
11.07.2024 23:00,624.51,4789.90,770.11,1914.50
12.07.2024 00:00,613.00,4201.30,606.47,2975.60
12.07.2024 01:00,470.00,3886.50,458.14,2356.80
12.07.2024 02:00,444.00,3716.50,406.28,2318.50
12.07.2024 03:00,426.00,3650.60,394.53,2288.40
12.07.2024 04:00,422.00,3667.90,401.50,2230.00
12.07.2024 05:00,440.00,3761.50,427.94,2161.00
12.07.2024 06:00,560.00,4579.90,592.04,1970.90
12.07.2024 07:00,575.90,3947.30,670.82,1821.50
12.07.2024 08:00,500.00,4070.30,517.31,1499.90
12.07.2024 09:00,400.00,3920.80,517.81,998.40
12.07.2024 10:00,388.60,3790.50,411.47,952.60
12.07.2024 11:00,370.00,4184.30,391.21,861.20
12.07.2024 12:00,345.71,4093.30,376.18,719.50
12.07.2024 13:00,378.00,4281.80,388.34,759.10
12.07.2024 14:00,378.00,4075.50,382.08,765.30
12.07.2024 15:00,388.00,4016.80,474.33,1366.30
12.07.2024 16:00,396.00,3878.50,481.74,1376.00
12.07.2024 17:00,474.00,4126.00,548.80,1540.90
12.07.2024 18:00,700.00,4699.80,900.58,1651.90
12.07.2024 19:00,842.00,4870.50,1074.73,1630.60
12.07.2024 20:00,870.00,4677.10,1077.25,1631.70
12.07.2024 21:00,700.00,4256.50,904.64,1687.40
12.07.2024 22:00,550.00,4729.60,600.40,1817.10
12.07.2024 23:00,434.00,3929.80,489.30,1121.80
13.07.2024 00:00,510.00,3084.00,567.11,1113.00
13.07.2024 01:00,405.19,3168.50,485.91,1119.80
13.07.2024 02:00,400.00,3072.70,470.93,1120.70
13.07.2024 03:00,390.00,3017.00,466.08,1088.10
13.07.2024 04:00,420.00,2572.00,410.15,1179.10
13.07.2024 05:00,367.55,2725.70,442.37,1169.40
13.07.2024 06:00,375.00,2665.60,509.75,986.20
13.07.2024 07:00,370.00,2736.90,388.75,1068.00
13.07.2024 08:00,337.99,2958.90,356.55,994.10
13.07.2024 09:00,150.00,2987.70,100.97,727.70
13.07.2024 10:00,1.00,3382.60,22.03,1734.50
13.07.2024 11:00,-10.00,3150.20,1.55,2166.80
13.07.2024 12:00,-49.99,3342.20,1.94,2301.90
13.07.2024 13:00,-80.00,3562.40,-17.57,1987.50
13.07.2024 14:00,-40.00,3513.80,-51.71,1488.80
13.07.2024 15:00,-19.01,3441.60,-0.25,1579.70
13.07.2024 16:00,9.40,3511.30,60.48,1511.30
13.07.2024 17:00,283.99,3398.70,349.91,982.70
13.07.2024 18:00,621.57,3845.40,671.91,1061.30
13.07.2024 19:00,699.89,4529.70,773.50,1977.30
13.07.2024 20:00,840.00,4572.70,911.00,2026.90
13.07.2024 21:00,803.31,4431.30,894.29,2065.40
13.07.2024 22:00,700.00,4109.90,690.76,3068.90
13.07.2024 23:00,550.00,3810.80,540.60,2447.10
14.07.2024 00:00,524.00,2665.80,501.91,1809.40
14.07.2024 01:00,430.01,2434.20,485.23,1530.10
14.07.2024 02:00,405.20,2183.90,451.66,1436.20
14.07.2024 03:00,396.00,2166.70,475.46,1249.20
14.07.2024 04:00,396.25,2196.50,490.71,1163.90
14.07.2024 05:00,386.00,2114.00,440.38,1037.90
14.07.2024 06:00,378.00,2033.90,406.93,887.70
14.07.2024 07:00,399.89,2066.50,393.37,1093.10
14.07.2024 08:00,349.89,2283.60,473.49,810.90
14.07.2024 09:00,290.00,2466.20,324.26,484.20
14.07.2024 10:00,181.99,2491.10,197.24,517.00
14.07.2024 11:00,150.00,2853.00,130.35,517.60
14.07.2024 12:00,149.97,3008.50,140.22,486.70
14.07.2024 13:00,110.00,2923.80,105.43,493.30
14.07.2024 14:00,101.10,2672.40,36.91,539.90
14.07.2024 15:00,150.00,2364.50,54.57,504.00
14.07.2024 16:00,290.00,2351.20,342.34,797.40
14.07.2024 17:00,500.00,2694.00,507.91,1043.50
14.07.2024 18:00,649.00,3895.30,551.23,2475.80
14.07.2024 19:00,880.00,4450.00,820.88,2917.90
14.07.2024 20:00,910.00,4424.20,882.94,2458.80
14.07.2024 21:00,881.33,4351.00,877.27,2540.90
14.07.2024 22:00,710.00,4036.80,585.34,2742.40
14.07.2024 23:00,550.00,3342.30,456.03,2323.20
15.07.2024 00:00,480.00,2759.40,430.71,2154.80
15.07.2024 01:00,398.00,2618.80,361.97,1813.90
15.07.2024 02:00,382.00,2453.80,342.02,2039.70
15.07.2024 03:00,380.00,2417.70,341.62,2067.60
15.07.2024 04:00,380.00,2449.80,345.50,2023.70
15.07.2024 05:00,400.00,2709.90,404.46,1838.80
15.07.2024 06:00,590.00,3371.60,591.64,2411.00
15.07.2024 07:00,548.38,2878.20,660.10,1568.10
15.07.2024 08:00,433.70,2897.00,448.55,1241.00
15.07.2024 09:00,335.00,3028.20,360.88,689.30
15.07.2024 10:00,280.80,3427.20,251.41,909.30
15.07.2024 11:00,309.00,3737.30,237.45,1087.00
15.07.2024 12:00,315.99,3825.90,286.12,1035.90
15.07.2024 13:00,333.99,3684.40,299.71,1003.50
15.07.2024 14:00,311.99,3789.20,311.57,790.40
15.07.2024 15:00,345.99,3556.40,335.83,1109.20
15.07.2024 16:00,442.33,3700.70,468.13,1552.20
15.07.2024 17:00,592.00,3801.40,683.44,1584.20
15.07.2024 18:00,980.00,4635.90,1048.94,1889.70
15.07.2024 19:00,1414.80,5162.10,1603.61,1807.20
15.07.2024 20:00,1604.79,5279.00,1758.70,1700.50
15.07.2024 21:00,1422.90,5016.00,1428.64,2130.00
15.07.2024 22:00,900.00,4984.60,896.38,2774.70
15.07.2024 23:00,602.64,4259.00,539.60,2359.60
16.07.2024 00:00,536.00,2988.60,500.77,1848.00
16.07.2024 01:00,416.00,2953.70,416.50,1427.80
16.07.2024 02:00,390.00,2700.70,383.42,1291.80
16.07.2024 03:00,390.00,2681.70,384.97,1175.50
16.07.2024 04:00,390.00,2616.80,390.53,1147.90
16.07.2024 05:00,414.00,2804.50,393.18,644.40
16.07.2024 06:00,510.00,3220.00,522.13,1179.80
16.07.2024 07:00,433.00,2925.90,518.48,1029.90
16.07.2024 08:00,396.00,3105.20,456.95,1016.20
16.07.2024 09:00,347.99,3389.00,348.41,608.60
16.07.2024 10:00,263.99,3949.20,324.80,655.40
16.07.2024 11:00,331.00,4187.90,380.92,1132.90
16.07.2024 12:00,329.99,4098.30,437.21,1068.50
16.07.2024 13:00,380.00,4064.70,468.68,1089.40
16.07.2024 14:00,364.63,3898.60,499.55,1111.90
16.07.2024 15:00,418.00,3976.20,512.62,1018.30
16.07.2024 16:00,500.00,4021.30,619.81,1270.20
16.07.2024 17:00,675.00,4514.10,1282.68,1091.30
16.07.2024 18:00,1070.00,5170.70,1201.92,1839.70
16.07.2024 19:00,1600.00,5356.60,1692.42,1914.50
16.07.2024 20:00,1771.68,5241.50,1852.07,1936.30
16.07.2024 21:00,1449.00,4975.70,1577.44,1902.60
16.07.2024 22:00,884.00,5118.60,888.31,2521.30
16.07.2024 23:00,561.11,4304.10,534.04,1990.20
17.07.2024 00:00,515.00,3391.20,495.80,2025.70
17.07.2024 01:00,420.00,3061.00,400.59,1798.70
17.07.2024 02:00,390.00,2889.40,360.38,1902.00
17.07.2024 03:00,380.00,2836.60,354.53,1953.50
17.07.2024 04:00,387.70,2790.60,371.44,1781.10
17.07.2024 05:00,416.00,2846.00,390.62,1788.50
17.07.2024 06:00,570.00,3570.80,570.80,1997.10
17.07.2024 07:00,532.80,3098.90,547.57,1407.00
17.07.2024 08:00,402.00,2875.50,451.13,1011.10
17.07.2024 09:00,325.80,3262.50,350.58,1012.20
17.07.2024 10:00,211.99,4110.40,286.40,1023.00
17.07.2024 11:00,183.99,4288.90,243.13,960.60
17.07.2024 12:00,198.23,4360.60,285.18,1045.40
17.07.2024 13:00,273.99,4306.60,285.17,810.20
17.07.2024 14:00,295.99,3978.80,325.21,947.30
17.07.2024 15:00,331.99,3454.30,330.21,856.40
17.07.2024 16:00,374.07,3256.90,350.59,1113.20
17.07.2024 17:00,580.00,3500.20,531.48,1586.20
17.07.2024 18:00,1075.00,4647.20,1076.34,2205.20
17.07.2024 19:00,1733.00,5085.80,1739.93,2157.50
17.07.2024 20:00,2039.00,5099.70,2046.26,2313.20
17.07.2024 21:00,1760.00,4877.20,1802.00,2079.40
17.07.2024 22:00,1100.00,5051.70,1044.29,3287.90
17.07.2024 23:00,630.00,4185.70,708.11,1545.30
18.07.2024 00:00,510.00,3383.90,570.14,1505.30
18.07.2024 01:00,424.99,3126.50,422.61,1550.10
18.07.2024 02:00,392.00,2702.80,382.96,1441.70
18.07.2024 03:00,390.00,2730.50,376.74,1361.60
18.07.2024 04:00,388.00,2820.30,371.83,1403.60
18.07.2024 05:00,416.00,2806.20,437.94,1158.10
18.07.2024 06:00,570.90,3598.30,546.14,1629.00
18.07.2024 07:00,528.90,2888.20,505.52,835.20
18.07.2024 08:00,441.10,3159.50,419.40,662.10
18.07.2024 09:00,333.99,3336.10,339.39,1154.70
18.07.2024 10:00,227.70,4099.80,261.23,1466.40
18.07.2024 11:00,190.40,4396.70,208.20,1233.10
18.07.2024 12:00,155.10,4089.00,178.03,1212.20
18.07.2024 13:00,165.60,4012.40,173.19,796.10
18.07.2024 14:00,200.00,3957.30,170.68,509.70
18.07.2024 15:00,281.99,3472.90,280.84,609.60
18.07.2024 16:00,359.00,2957.80,344.19,489.60
18.07.2024 17:00,458.64,3346.30,356.44,1038.20
18.07.2024 18:00,1060.00,4523.90,761.23,2034.50
18.07.2024 19:00,1899.00,5146.40,1702.24,2263.20
18.07.2024 20:00,2400.00,4850.40,2255.80,2835.00
18.07.2024 21:00,2134.96,4909.60,1643.17,2755.60
18.07.2024 22:00,1250.00,5168.10,1051.48,3081.40
18.07.2024 23:00,690.00,4377.60,485.53,2477.80
19.07.2024 00:00,500.00,3680.90,520.60,2319.10
19.07.2024 01:00,425.00,3569.60,411.09,2420.70
19.07.2024 02:00,400.00,3340.70,399.02,2039.70
19.07.2024 03:00,392.00,3386.90,406.21,2212.00
19.07.2024 04:00,388.00,3264.60,388.45,2147.50
19.07.2024 05:00,420.00,3344.50,405.32,2192.20
19.07.2024 06:00,546.14,3677.80,494.24,2159.30
19.07.2024 07:00,500.00,3009.30,475.01,1348.90
19.07.2024 08:00,450.00,3110.90,423.32,1052.40
19.07.2024 09:00,342.26,3314.80,350.31,781.50
19.07.2024 10:00,267.99,4196.40,307.92,949.80
19.07.2024 11:00,249.99,4524.10,268.26,728.20
19.07.2024 12:00,199.99,4425.20,223.09,821.60
19.07.2024 13:00,200.00,4194.30,226.74,714.40
19.07.2024 14:00,227.99,3820.50,239.63,608.40
19.07.2024 15:00,317.99,3147.10,325.47,518.40
19.07.2024 16:00,325.99,3061.30,325.90,1265.90
19.07.2024 17:00,463.15,3315.50,419.51,1322.60
19.07.2024 18:00,950.00,4366.70,637.87,2354.60
19.07.2024 19:00,1700.00,5199.80,1355.35,2563.60
19.07.2024 20:00,1970.00,5328.60,1601.28,2818.50
19.07.2024 21:00,1750.00,4985.50,962.71,2727.50
19.07.2024 22:00,975.00,4874.60,529.60,2908.50
19.07.2024 23:00,600.00,4122.10,435.72,1862.70
20.07.2024 00:00,600.00,3755.30,444.50,2856.20
20.07.2024 01:00,475.00,3443.30,438.48,2601.90
20.07.2024 02:00,449.59,3433.10,406.64,2580.90
20.07.2024 03:00,440.00,3445.00,410.75,2489.90
20.07.2024 04:00,428.00,3220.70,421.58,2424.30
20.07.2024 05:00,410.00,2958.70,411.74,2255.00
20.07.2024 06:00,419.00,3110.30,399.15,1932.50
20.07.2024 07:00,412.00,2816.60,372.70,1472.30
20.07.2024 08:00,380.00,2665.50,360.31,727.50
20.07.2024 09:00,250.00,2992.90,213.75,581.90
20.07.2024 10:00,73.44,3605.30,68.37,1176.40
20.07.2024 11:00,23.20,3697.70,46.91,1122.50
20.07.2024 12:00,29.10,3677.60,67.74,956.30
20.07.2024 13:00,39.30,3400.90,99.90,934.50
20.07.2024 14:00,70.00,3194.20,106.08,877.90
20.07.2024 15:00,254.67,2996.40,261.87,777.90
20.07.2024 16:00,388.00,2929.70,363.26,578.50
20.07.2024 17:00,500.00,3201.30,420.50,1523.50
20.07.2024 18:00,710.00,3970.80,515.90,2522.70
20.07.2024 19:00,910.00,4495.80,780.97,2548.90
20.07.2024 20:00,1044.35,4541.50,1018.01,2262.90
20.07.2024 21:00,900.00,4324.30,773.91,2685.30
20.07.2024 22:00,690.00,3864.80,493.47,2793.70
20.07.2024 23:00,499.99,3363.10,392.15,2504.40
21.07.2024 00:00,466.71,2779.30,452.16,2243.70
