Data
0.406
0.406
0.406
0.406
0.38383
0.38383
0.38383
0.38383
0.37748000000000004
0.37748000000000004
0.37748000000000004
0.37748000000000004
0.3702
0.3702
0.3702
0.3702
0.4
0.4
0.4
0.4
0.402
0.402
0.402
0.402
0.4159
0.4159
0.4159
0.4159
0.44574
0.44574
0.44574
0.44574
0.47
0.47
0.47
0.47
0.487
0.487
0.487
0.487
0.467
0.467
0.467
0.467
0.4602
0.4602
0.4602
0.4602
0.45457
0.45457
0.45457
0.45457
0.45480000000000004
0.45480000000000004
0.45480000000000004
0.45480000000000004
0.46812
0.46812
0.46812
0.46812
0.5
0.5
0.5
0.5
0.529
0.529
0.529
0.529
0.498
0.498
0.498
0.498
0.454
0.454
0.454
0.454
0.44872
0.44872
0.44872
0.44872
0.424
0.424
0.424
0.424
0.41124
0.41124
0.41124
0.41124
0.4183
0.4183
0.4183
0.4183
0.38289999999999996
0.38289999999999996
0.38289999999999996
0.38289999999999996
