Data
0.41
0.41
0.41
0.41
0.388
0.388
0.388
0.388
0.38
0.38
0.38
0.38
0.3885
0.3885
0.3885
0.3885
0.38517
0.38517
0.38517
0.38517
0.399
0.399
0.399
0.399
0.45019
0.45019
0.45019
0.45019
0.49
0.49
0.49
0.49
0.48
0.48
0.48
0.48
0.3038
0.3038
0.3038
0.3038
0.133
0.133
0.133
0.133
0.001
0.001
0.001
0.001
-0.0033599999999999997
-0.0033599999999999997
-0.0033599999999999997
-0.0033599999999999997
-0.0014199999999999998
-0.0014199999999999998
-0.0014199999999999998
-0.0014199999999999998
0.001
0.001
0.001
0.001
0.175
0.175
0.175
0.175
0.48
0.48
0.48
0.48
0.576
0.576
0.576
0.576
0.794
0.794
0.794
0.794
0.9
0.9
0.9
0.9
0.64
0.64
0.64
0.64
0.492
0.492
0.492
0.492
0.439
0.439
0.439
0.439
0.4059
0.4059
0.4059
0.4059
