Solar Output (kW)
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
0.0030024988147804065
0.006104997629560812
0.009207496444341219
0.012309995259121626
0.03764367730783507
0.06297735935654851
0.08831104140526194
0.11364472345397539
0.11314998016558983
0.11265523687720426
0.11216049358881869
0.11166575030043312
0.11178260058289764
0.11189945086536217
0.1120163011478267
0.11213315143029122
0.12225159509386802
0.13237003875744482
0.1424884824210216
0.15260692608459842
0.15980696678119885
0.16700700747779926
0.17420704817439966
0.18140708887100007
0.18203771261467233
0.1826683363583446
0.18329896010201682
0.18392958384568908
0.14859615655223915
0.11326272925878922
0.07792930196533929
0.04259587467188936
0.05997507493754615
0.07735427520320293
0.09473347546885971
0.11211267573451648
0.09140143422274624
0.070690192710976
0.04997895119920575
0.029267709687435514
0.02372863473333613
0.018189559779236742
0.012650484825137358
0.007111409871037975
0.005308557403278481
0.0035057049355189875
0.0017028524677594936
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
