Solar Output (kW)
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
0.004044815426901121
0.008189630853802242
0.012334446280703362
0.016479261707604484
0.026143057091073202
0.03580685247454193
0.045470647858010645
0.05513444324147937
0.06035580655618559
0.06557716987089181
0.07079853318559803
0.07601989650030426
0.080175232966658
0.08433056943301175
0.08848590589936549
0.09264124236571923
0.09917726851346546
0.10571329466121171
0.11224932080895793
0.11878534695670416
0.11112159401012975
0.10345784106355534
0.09579408811698092
0.08813033517040651
0.09404239907924068
0.09995446298807484
0.10586652689690901
0.11177859080574318
0.10134866909908397
0.09091874739242474
0.08048882568576551
0.0700589039791063
0.06785143938707554
0.0656439747950448
0.06343651020301404
0.06122904561098329
0.058839457481784506
0.056449869352585724
0.05406028122338694
0.05167069309418817
0.04163487480637962
0.031599056518571075
0.021563238230762536
0.011527419942953991
0.01950085024660471
0.027474280550255428
0.03544771085390615
0.04342114115755686
0.03254085586816765
0.02166057057877843
0.010780285289389216
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
