Solar Output (kW)
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
0.003334178400976059
0.006768356801952119
0.010202535202928176
0.013636713603904237
0.020116156028236493
0.026595598452568748
0.033075040876900996
0.039554483301233255
0.042122191280616436
0.04468989925999962
0.0472576072393828
0.049825315218765986
0.04630409758171911
0.04278287994467224
0.03926166230762537
0.0357404446705785
0.03390461374598286
0.03206878282138722
0.030232951896791573
0.02839712097219593
0.023634263287645303
0.018871405603094676
0.014108547918544049
0.009345690233993424
0.010238424526481701
0.011131158818969977
0.012023893111458255
0.01291662740394653
0.0096624705529599
0.006408313701973266
0.003154156850986633
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
-0.0001
