Data
0.6273
0.6273
0.6273
0.6273
0.5781
0.5781
0.5781
0.5781
0.5424
0.5424
0.5424
0.5424
0.5357
0.5357
0.5357
0.5357
0.5289
0.5289
0.5289
0.5289
0.5289
0.5289
0.5289
0.5289
0.5670
0.5670
0.5670
0.5670
0.6236
0.6236
0.6236
0.6236
0.6396
0.6396
0.6396
0.6396
0.6150
0.6150
0.6150
0.6150
0.5904
0.5904
0.5904
0.5904
0.5559
0.5559
0.5559
0.5559
0.5436
0.5436
0.5436
0.5436
0.5436
0.5436
0.5436
0.5436
0.5775
0.5775
0.5775
0.5775
0.6282
0.6282
0.6282
0.6282
0.6904
0.6904
0.6904
0.6904
0.7220
0.7220
0.7220
0.7220
0.6817
0.6817
0.6817
0.6817
0.6765
0.6765
0.6765
0.6765
0.6150
0.6150
0.6150
0.6150
0.5436
0.5436
0.5436
0.5436
0.5215
0.5215
0.5215
0.5215
0.4182
0.4182
0.4182
0.4182
