Data
0.51157
0.51157
0.51157
0.51157
0.494
0.494
0.494
0.494
0.47987
0.47987
0.47987
0.47987
0.46999
0.46999
0.46999
0.46999
0.49033
0.49033
0.49033
0.49033
0.512
0.512
0.512
0.512
0.6553
0.6553
0.6553
0.6553
0.72
0.72
0.72
0.72
0.72
0.72
0.72
0.72
0.63
0.63
0.63
0.63
0.542
0.542
0.542
0.542
0.516
0.516
0.516
0.516
0.48956
0.48956
0.48956
0.48956
0.48966000000000004
0.48966000000000004
0.48966000000000004
0.48966000000000004
0.48956
0.48956
0.48956
0.48956
0.5089
0.5089
0.5089
0.5089
0.57757
0.57757
0.57757
0.57757
0.60419
0.60419
0.60419
0.60419
0.6262000000000001
0.6262000000000001
0.6262000000000001
0.6262000000000001
0.59
0.59
0.59
0.59
0.51
0.51
0.51
0.51
0.45794999999999997
0.45794999999999997
0.45794999999999997
0.45794999999999997
0.47797
0.47797
0.47797
0.47797
0.43510000000000004
0.43510000000000004
0.43510000000000004
0.43510000000000004
