Data
0.4
0.4
0.4
0.4
0.407
0.407
0.407
0.407
0.408
0.408
0.408
0.408
0.408
0.408
0.408
0.408
0.42489
0.42489
0.42489
0.42489
0.4579
0.4579
0.4579
0.4579
0.67
0.67
0.67
0.67
0.7
0.7
0.7
0.7
0.51149
0.51149
0.51149
0.51149
0.39820999999999995
0.39820999999999995
0.39820999999999995
0.39820999999999995
0.23199
0.23199
0.23199
0.23199
0.11646
0.11646
0.11646
0.11646
0.0688
0.0688
0.0688
0.0688
0.1
0.1
0.1
0.1
0.24249
0.24249
0.24249
0.24249
0.414
0.414
0.414
0.414
0.55856
0.55856
0.55856
0.55856
0.7086
0.7086
0.7086
0.7086
0.82
0.82
0.82
0.82
0.75
0.75
0.75
0.75
0.65
0.65
0.65
0.65
0.5555
0.5555
0.5555
0.5555
0.5199900000000001
0.5199900000000001
0.5199900000000001
0.5199900000000001
0.48634
0.48634
0.48634
0.48634
