Data
0.6875
0.6875
0.6875
0.6875
0.6458
0.6458
0.6458
0.6458
0.6199
0.6199
0.6199
0.6199
0.6196
0.6196
0.6196
0.6196
0.6284
0.6284
0.6284
0.6284
0.6889
0.6889
0.6889
0.6889
0.9151
0.9151
0.9151
0.9151
0.9717
0.9717
0.9717
0.9717
0.8708
0.8708
0.8708
0.8708
0.7385
0.7385
0.7385
0.7385
0.6310
0.6310
0.6310
0.6310
0.5449
0.5449
0.5449
0.5449
0.4969
0.4969
0.4969
0.4969
0.4698
0.4698
0.4698
0.4698
0.5394
0.5394
0.5394
0.5394
0.6027
0.6027
0.6027
0.6027
0.7079
0.7079
0.7079
0.7079
1.0935
1.0935
1.0935
1.0935
1.7643
1.7643
1.7643
1.7643
2.3370
2.3370
2.3370
2.3370
1.7835
1.7835
1.7835
1.7835
0.9213
0.9213
0.9213
0.9213
0.7258
0.7258
0.7258
0.7258
0.6407
0.6407
0.6407
0.6407
